Location Type,Incident Zip,City,Borough,Latitude,Longitude,num_calls
Residential Building/House,10002,NEW YORK,MANHATTAN,40.72101229,-73.98707762,11
House of Worship,11211,BROOKLYN,BROOKLYN,40.71775427,-73.95461514,18
Park/Playground,10075,NEW YORK,MANHATTAN,40.77157674,-73.95632586,16
Store/Commercial,11238,BROOKLYN,BROOKLYN,40.68660256,-73.96667587,10
Street/Sidewalk,10461,BRONX,BRONX,40.83828492,-73.82590515,32
Club/Bar/Restaurant,11420,SOUTH OZONE PARK,QUEENS,40.6772447,-73.82570906,17
Store/Commercial,11215,BROOKLYN,BROOKLYN,40.66655342,-73.98783793,38
Residential Building/House,10003,NEW YORK,MANHATTAN,40.72642524,-73.99001338,23
House of Worship,11203,BROOKLYN,BROOKLYN,40.64227539,-73.92720187,32
Park/Playground,11106,ASTORIA,QUEENS,40.76223734,-73.92596615,40
Store/Commercial,11208,BROOKLYN,BROOKLYN,40.68250595,-73.87617968,34
Street/Sidewalk,11223,BROOKLYN,BROOKLYN,40.59011153,-73.9742167,10
Club/Bar/Restaurant,11211,BROOKLYN,BROOKLYN,40.71662604,-73.96179814,38
Store/Commercial,11231,BROOKLYN,BROOKLYN,40.67946257,-74.00619398,23
Residential Building/House,11375,FOREST HILLS,QUEENS,40.71924028,-73.84531422,73
House of Worship,10003,NEW YORK,MANHATTAN,40.7272624,-73.99015397,17
Park/Playground,11209,BROOKLYN,BROOKLYN,40.62188106,-74.03171765,59
Store/Commercial,10012,NEW YORK,MANHATTAN,40.72144109,-73.99505036,10
Street/Sidewalk,10459,BRONX,BRONX,40.82727489,-73.88682622,10
Club/Bar/Restaurant,10031,NEW YORK,MANHATTAN,40.82097116,-73.95709553,44
Store/Commercial,11223,BROOKLYN,BROOKLYN,40.60681348,-73.96351763,17
Residential Building/House,10033,NEW YORK,MANHATTAN,40.85127593,-73.93962081,19
House of Worship,11354,FLUSHING,QUEENS,40.75911431,-73.83416524,16
Park/Playground,10466,BRONX,BRONX,40.89109953,-73.85011892,18
Store/Commercial,11209,BROOKLYN,BROOKLYN,40.62639539,-74.02391323,12
Street/Sidewalk,10009,NEW YORK,MANHATTAN,40.72513072,-73.97762435,11
Club/Bar/Restaurant,11104,SUNNYSIDE,QUEENS,40.74195923,-73.92609695,14
Store/Commercial,10022,NEW YORK,MANHATTAN,40.75737944,-73.96860406,18
Residential Building/House,10025,NEW YORK,MANHATTAN,40.80190724,-73.96841329,12
House of Worship,10462,BRONX,BRONX,40.84525505,-73.86591926,11
Park/Playground,10033,NEW YORK,MANHATTAN,40.84399491,-73.93581438,10
Store/Commercial,11214,BROOKLYN,BROOKLYN,40.60697294,-74.00293156,21
Street/Sidewalk,11220,BROOKLYN,BROOKLYN,40.63669022,-74.0118864,10
Club/Bar/Restaurant,10036,NEW YORK,MANHATTAN,40.76052873,-73.98969422,16
Store/Commercial,10002,NEW YORK,MANHATTAN,40.72263217,-73.99247078,13
Residential Building/House,10065,NEW YORK,MANHATTAN,40.76172459,-73.96042222,18
House of Worship,11204,BROOKLYN,BROOKLYN,40.61043274,-73.98193791,10
Park/Playground,11415,KEW GARDENS,QUEENS,40.70521063,-73.82897939,12
Store/Commercial,10458,BRONX,BRONX,40.85597788,-73.89129602,21
Street/Sidewalk,11209,BROOKLYN,BROOKLYN,40.61907282,-74.03286537,33
Club/Bar/Restaurant,10306,STATEN ISLAND,STATEN ISLAND,40.57128543,-74.09354029,56
Store/Commercial,11212,BROOKLYN,BROOKLYN,40.6583333,-73.9243947,25
Residential Building/House,10036,NEW YORK,MANHATTAN,40.76129741,-73.99152065,11
House of Worship,11418,RICHMOND HILL,QUEENS,40.69388255,-73.82870553,19
Park/Playground,11375,FOREST HILLS,QUEENS,40.71597376,-73.83333467,14
Store/Commercial,10023,NEW YORK,MANHATTAN,40.77149859,-73.98242855,23
Street/Sidewalk,11201,BROOKLYN,BROOKLYN,40.70246645,-73.99316552,12
Club/Bar/Restaurant,11217,BROOKLYN,BROOKLYN,40.68499993,-73.97984807,11
Store/Commercial,10012,NEW YORK,MANHATTAN,40.72577238,-74.00293318,15
Residential Building/House,10019,NEW YORK,MANHATTAN,40.76433288,-73.98899331,14
House of Worship,10030,NEW YORK,MANHATTAN,40.81431803,-73.94440859,11
Park/Playground,11211,BROOKLYN,BROOKLYN,40.71811491,-73.95743951,10
Store/Commercial,11238,BROOKLYN,BROOKLYN,40.68163996,-73.95813701,10
Street/Sidewalk,10003,NEW YORK,MANHATTAN,40.72358699,-73.98820273,11
Club/Bar/Restaurant,11206,BROOKLYN,BROOKLYN,40.70796196,-73.94438547,28
Store/Commercial,11238,BROOKLYN,BROOKLYN,40.6826733,-73.96189331,11
Residential Building/House,10010,NEW YORK,MANHATTAN,40.74099457,-73.99223775,12
House of Worship,11211,BROOKLYN,BROOKLYN,40.71070456,-73.96739965,20
Park/Playground,11238,BROOKLYN,BROOKLYN,40.68152723,-73.95760348,41
Store/Commercial,11222,BROOKLYN,BROOKLYN,40.73322653,-73.95477058,17
Street/Sidewalk,11237,BROOKLYN,BROOKLYN,40.70214253,-73.924226,34
Club/Bar/Restaurant,11432,JAMAICA,QUEENS,40.7087307,-73.7991771,12
Store/Commercial,10014,NEW YORK,MANHATTAN,40.73814565,-74.00537669,22
Residential Building/House,11211,BROOKLYN,BROOKLYN,40.71795041,-73.95792662,64
House of Worship,11432,JAMAICA,QUEENS,40.70716915,-73.80248207,10
Park/Playground,11217,BROOKLYN,BROOKLYN,40.68232924,-73.97970827,24
Store/Commercial,11221,BROOKLYN,BROOKLYN,40.69360833,-73.93186261,16
Street/Sidewalk,11104,SUNNYSIDE,QUEENS,40.74391839,-73.92518535,13
Club/Bar/Restaurant,11421,WOODHAVEN,QUEENS,40.68478013,-73.86069286,24
Store/Commercial,10029,NEW YORK,MANHATTAN,40.79039136,-73.942594,15
Residential Building/House,11101,LONG ISLAND CITY,QUEENS,40.75387106,-73.91746095,15
House of Worship,11211,BROOKLYN,BROOKLYN,40.71093446,-73.96513432,34
Park/Playground,10455,BRONX,BRONX,40.81762029,-73.9175011,13
Store/Commercial,10012,NEW YORK,MANHATTAN,40.7243369,-74.00150444,13
Street/Sidewalk,11238,BROOKLYN,BROOKLYN,40.67747682,-73.9689373,10
Club/Bar/Restaurant,11104,SUNNYSIDE,QUEENS,40.7420199,-73.92655158,11
Store/Commercial,10003,NEW YORK,MANHATTAN,40.72468236,-73.99053316,19
Residential Building/House,11238,BROOKLYN,BROOKLYN,40.687197,-73.97263228,15
House of Worship,10012,NEW YORK,MANHATTAN,40.72495163,-73.99490939,13
Park/Playground,10003,NEW YORK,MANHATTAN,40.72817921,-73.9909079,20
Store/Commercial,11220,BROOKLYN,BROOKLYN,40.63617701,-74.02748371,10
Street/Sidewalk,10009,NEW YORK,MANHATTAN,40.73438651,-73.98020479,11
Club/Bar/Restaurant,11211,BROOKLYN,BROOKLYN,40.71770885,-73.95787266,10
Store/Commercial,11385,RIDGEWOOD,QUEENS,40.70951736,-73.89877406,12
Residential Building/House,11229,BROOKLYN,BROOKLYN,40.59851183,-73.95939546,17
House of Worship,11224,BROOKLYN,BROOKLYN,40.57671594,-73.98402411,14
Park/Playground,11211,BROOKLYN,BROOKLYN,40.71687671,-73.95659257,17
Store/Commercial,10007,NEW YORK,MANHATTAN,40.71521836,-74.01030238,13
Street/Sidewalk,11203,BROOKLYN,BROOKLYN,40.63705145,-73.93536848,14
Club/Bar/Restaurant,10001,NEW YORK,MANHATTAN,40.74929666,-73.98456379,13
Store/Commercial,11237,BROOKLYN,BROOKLYN,40.70400749,-73.93057522,14
Residential Building/House,10461,BRONX,BRONX,40.83800167,-73.83486847,14
House of Worship,10307,STATEN ISLAND,STATEN ISLAND,40.51366901,-74.25089243,38
Park/Playground,10011,NEW YORK,MANHATTAN,40.7417798,-73.9973476,34
Store/Commercial,10462,BRONX,BRONX,40.85442315,-73.86423434,11
Street/Sidewalk,11211,BROOKLYN,BROOKLYN,40.72104319,-73.95643113,52
Club/Bar/Restaurant,10016,NEW YORK,MANHATTAN,40.75005015,-73.97674978,10
Store/Commercial,11205,BROOKLYN,BROOKLYN,40.69324937,-73.97326808,10
Residential Building/House,10012,NEW YORK,MANHATTAN,40.7248281,-73.9945847,16
House of Worship,10036,NEW YORK,MANHATTAN,40.75755914,-73.99255707,21
Park/Playground,11211,BROOKLYN,BROOKLYN,40.71863699,-73.95900843,15
Store/Commercial,11235,BROOKLYN,BROOKLYN,40.58656823,-73.92910597,17
Street/Sidewalk,10011,NEW YORK,MANHATTAN,40.7390982,-74.00095627,16
Club/Bar/Restaurant,10027,NEW YORK,MANHATTAN,40.81982436,-73.95841861,23
Store/Commercial,11372,JACKSON HEIGHTS,QUEENS,40.75548844,-73.88610719,35
Residential Building/House,11102,ASTORIA,QUEENS,40.76753406,-73.92087723,43
House of Worship,11207,BROOKLYN,BROOKLYN,40.67958519,-73.90467097,23
Park/Playground,10471,BRONX,BRONX,40.91020136,-73.89660518,10
Store/Commercial,11106,ASTORIA,QUEENS,40.7565485,-73.92756427,37
Street/Sidewalk,10019,NEW YORK,MANHATTAN,40.76230537,-73.97640618,12
Club/Bar/Restaurant,10013,NEW YORK,MANHATTAN,40.7192426,-73.99702743,14
Store/Commercial,11211,BROOKLYN,BROOKLYN,40.7159289,-73.96191037,31
Residential Building/House,11232,BROOKLYN,BROOKLYN,40.65147649,-74.01065652,15
House of Worship,11103,ASTORIA,QUEENS,40.76754411,-73.91203605,10
Park/Playground,10028,NEW YORK,MANHATTAN,40.7754951,-73.95346735,11
Store/Commercial,11206,BROOKLYN,BROOKLYN,40.71191498,-73.93497847,12
Street/Sidewalk,11211,BROOKLYN,BROOKLYN,40.71085754,-73.96491072,32
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.72620386,-73.97729928,16
Store/Commercial,11385,RIDGEWOOD,QUEENS,40.70698407,-73.91230713,10
Residential Building/House,10455,BRONX,BRONX,40.81247629,-73.90290917,15
House of Worship,10013,NEW YORK,MANHATTAN,40.72280254,-74.00339844,17
Park/Playground,11211,BROOKLYN,BROOKLYN,40.71689001,-73.96327341,10
Store/Commercial,10465,BRONX,BRONX,40.81882498,-73.8171153,17
Street/Sidewalk,11203,BROOKLYN,BROOKLYN,40.6524601,-73.92535638,14
Club/Bar/Restaurant,10462,BRONX,BRONX,40.83197022,-73.8478816,11
Store/Commercial,10002,NEW YORK,MANHATTAN,40.72260197,-73.99237337,11
Residential Building/House,11211,BROOKLYN,BROOKLYN,40.71986615,-73.95766928,11
House of Worship,10009,NEW YORK,MANHATTAN,40.72890861,-73.98431956,18
Park/Playground,11206,BROOKLYN,BROOKLYN,40.70555204,-73.93396757,16
Store/Commercial,11211,BROOKLYN,BROOKLYN,40.71488601,-73.96226087,10
Street/Sidewalk,11235,BROOKLYN,BROOKLYN,40.57815347,-73.95890385,21
Club/Bar/Restaurant,10458,BRONX,BRONX,40.85418861,-73.88589841,10
Store/Commercial,10012,NEW YORK,MANHATTAN,40.72124619,-73.99457056,18
Residential Building/House,11211,BROOKLYN,BROOKLYN,40.7122186,-73.96382426,15
House of Worship,11226,BROOKLYN,BROOKLYN,40.64440181,-73.9518075,89
Park/Playground,10002,NEW YORK,MANHATTAN,40.7204606,-73.9872076,10
Store/Commercial,10016,NEW YORK,MANHATTAN,40.7444672,-73.97610574,19
Street/Sidewalk,11363,LITTLE NECK,QUEENS,40.7661376,-73.74517461,13
Club/Bar/Restaurant,11368,CORONA,QUEENS,40.74218105,-73.85377037,14
Store/Commercial,10035,NEW YORK,MANHATTAN,40.79934282,-73.93898167,12
Residential Building/House,10033,NEW YORK,MANHATTAN,40.85239303,-73.93460257,12
House of Worship,10459,BRONX,BRONX,40.82869712,-73.89015177,18
Park/Playground,10065,NEW YORK,MANHATTAN,40.76190888,-73.96158085,30
Store/Commercial,11237,BROOKLYN,BROOKLYN,40.70182652,-73.92367456,12
Street/Sidewalk,10034,NEW YORK,MANHATTAN,40.86613852,-73.92558294,27
Club/Bar/Restaurant,10009,NEW YORK,MANHATTAN,40.72367756,-73.98812695,24
Store/Commercial,10309,STATEN ISLAND,STATEN ISLAND,40.5227827,-74.23491682,10
Residential Building/House,11218,BROOKLYN,BROOKLYN,40.64531666,-73.97054502,12
House of Worship,11211,BROOKLYN,BROOKLYN,40.71604975,-73.96214117,13
Park/Playground,11373,ELMHURST,QUEENS,40.733199,-73.8840525,13
Store/Commercial,11211,BROOKLYN,BROOKLYN,40.71462381,-73.9580658,12
Street/Sidewalk,10002,NEW YORK,MANHATTAN,40.71523774,-73.99172851,11
Club/Bar/Restaurant,10014,NEW YORK,MANHATTAN,40.73010355,-74.00479514,15
Store/Commercial,11205,BROOKLYN,BROOKLYN,40.69726627,-73.96765506,74
Residential Building/House,10025,NEW YORK,MANHATTAN,40.80014228,-73.96807461,22
House of Worship,10310,STATEN ISLAND,STATEN ISLAND,40.62671099,-74.12791012,24
Park/Playground,11105,ASTORIA,QUEENS,40.77162477,-73.90754663,14
Store/Commercial,10031,NEW YORK,MANHATTAN,40.82101512,-73.95719305,10
Street/Sidewalk,11417,OZONE PARK,QUEENS,40.6783354,-73.83192893,13
Club/Bar/Restaurant,11373,ELMHURST,QUEENS,40.74235714,-73.87768155,13
Store/Commercial,11211,BROOKLYN,BROOKLYN,40.7147337,-73.96677363,12
Residential Building/House,10036,NEW YORK,MANHATTAN,40.76360876,-73.99702906,12
House of Worship,10029,NEW YORK,MANHATTAN,40.79591128,-73.94311654,10
Park/Playground,11211,BROOKLYN,BROOKLYN,40.71484896,-73.96670864,15
Store/Commercial,11216,BROOKLYN,BROOKLYN,40.67290293,-73.95020432,13
Street/Sidewalk,10032,NEW YORK,MANHATTAN,40.83367505,-73.94142918,14
Club/Bar/Restaurant,10002,NEW YORK,MANHATTAN,40.72179234,-73.99345215,10
Store/Commercial,11211,BROOKLYN,BROOKLYN,40.71958002,-73.95586209,114
Residential Building/House,11211,BROOKLYN,BROOKLYN,40.71762841,-73.96344255,33
House of Worship,10014,NEW YORK,MANHATTAN,40.73940266,-74.0070187,22
Park/Playground,10034,NEW YORK,MANHATTAN,40.87086825,-73.91459308,25
Store/Commercial,11211,BROOKLYN,BROOKLYN,40.71760489,-73.95882508,22
Street/Sidewalk,11211,BROOKLYN,BROOKLYN,40.71666424,-73.96113798,45
Club/Bar/Restaurant,10019,NEW YORK,MANHATTAN,40.76118152,-73.98541294,10
Store/Commercial,10128,NEW YORK,MANHATTAN,40.77923644,-73.94766588,26
Residential Building/House,10467,BRONX,BRONX,40.87868979,-73.87210416,16
House of Worship,10011,NEW YORK,MANHATTAN,40.73571941,-74.00058817,19
Park/Playground,10009,NEW YORK,MANHATTAN,40.72250807,-73.9861249,10
Store/Commercial,10463,BRONX,BRONX,40.87824782,-73.90301563,10
Street/Sidewalk,11102,ASTORIA,QUEENS,40.77023889,-73.91875118,15
Club/Bar/Restaurant,11211,BROOKLYN,BROOKLYN,40.71243818,-73.95592454,13
Store/Commercial,11218,BROOKLYN,BROOKLYN,40.64520137,-73.97050183,22
Residential Building/House,10462,BRONX,BRONX,40.8453424,-73.86550705,21
House of Worship,11211,BROOKLYN,BROOKLYN,40.7168144,-73.95883279,13
Park/Playground,10034,NEW YORK,MANHATTAN,40.86940311,-73.91530725,22
Store/Commercial,11211,BROOKLYN,BROOKLYN,40.71205737,-73.96614372,11
Street/Sidewalk,10014,NEW YORK,MANHATTAN,40.73394353,-74.00264127,14
Club/Bar/Restaurant,11249,BROOKLYN,BROOKLYN,40.71958002,-73.95586209,114
Store/Commercial,11432,JAMAICA,QUEENS,40.71183867,-73.78744465,11
Residential Building/House,11249,BROOKLYN,BROOKLYN,40.71689001,-73.96327341,10
House of Worship,11249,BROOKLYN,BROOKLYN,40.71706836,-73.96308212,22
Park/Playground,11217,BROOKLYN,BROOKLYN,40.68674355,-73.98432587,11
Store/Commercial,11249,BROOKLYN,BROOKLYN,40.71811491,-73.95743951,10
Street/Sidewalk,11211,BROOKLYN,BROOKLYN,40.71176537,-73.94268697,16
Club/Bar/Restaurant,11104,SUNNYSIDE,QUEENS,40.74072541,-73.92391147,17
Store/Commercial,10012,NEW YORK,MANHATTAN,40.72985936,-74.00059172,17
Residential Building/House,10304,STATEN ISLAND,STATEN ISLAND,40.62874433,-74.07993453,11
House of Worship,11423,HOLLIS,QUEENS,40.71169202,-73.76970902,11
